"created_at","name","tokens","end_at"
2020-04-09 23:00:07,"JoeBiden","The devastating unemployment numbers have made one thing even clearer: We need a fourth coronavirus relief package, and we need it fast. We need to take extraordinary steps to protect American families and ensure those laid off are made financially whole. https://t.co/PBOyM1JiUu",2020-04-09 23:00:08
2020-04-09 22:39:00,"JoeBiden","This morning's news of another rise in unemployment claims—on top of the millions already filed—is devastating. We have to make sure those affected get the benefits they deserve, but we can't stop there.

I'm announcing two new policies to help Americans get the relief they need: https://t.co/fUlIB2Fra2",2020-04-09 22:39:01
2020-04-09 20:27:09,"JoeBiden","I can't believe I have to say this, but we should be expanding the number of testing sites and surging the number of tests — not reducing them. Testing is key to finding a way out of this crisis. https://t.co/jj6ftCxVQt",2020-04-09 20:27:10
2020-04-09 19:32:00,"JoeBiden","We have to do more to ease the economic burden on working people. So today, I'm adopting two new policies to help deliver relief. As president, I will:

- Lower Medicare eligibility to age 60
- Forgive student debt for low-income and middle class families https://t.co/wtMnhJdCaR",2020-04-09 19:32:01
2020-04-09 16:20:00,"JoeBiden","Let me be clear: No one should have to pay for their coronavirus treatment.",2020-04-09 16:20:01
2020-04-09 15:30:00,"JoeBiden","Eleven-year-old Isaac Johnston asked me what else kids should be doing in addition to washing their hands and staying home. My advice was simple:

- Stay a safe distance from friends
- Sneeze into your elbow
- And eat your vegetables https://t.co/ksPS4Xb7Wm",2020-04-09 15:30:01
2020-04-09 14:31:50,"JoeBiden","A total of about 17 million people have filed for unemployment over the last three weeks. This is unprecedented. 

The economic devastation that families all across this country are experiencing is not their fault. We've got to take extraordinary steps to protect them. https://t.co/2EfSIYXkLt",2020-04-09 14:31:51
2020-04-09 00:50:00,"JoeBiden","We're seeing the soul of our nation on full display every day in this crisis — and it makes me so proud to be an American. https://t.co/PERwpmeL2X",2020-04-09 00:50:01
2020-04-09 00:01:00,"JoeBiden","If we come together, we will defeat Donald Trump. And when we do that, we will not only do the hard work of rebuilding this nation — we will transform it.",2020-04-09 00:01:01
2020-04-08 22:45:00,"JoeBiden","This nation has never been defeated when we’re together. And we’re not going to be defeated now.",2020-04-08 22:45:01
2020-04-08 21:39:55,"JoeBiden","Join our virtual town hall on unemployment and the issues currently facing working families across the nation. Tune in now: https://t.co/hHG9sgNoka",2020-04-08 21:39:56
2020-04-08 20:50:00,"JoeBiden","The coronavirus is not Donald Trump's fault, but the slow and chaotic response to it is. He's the commander in chief — it's time he steps up, takes responsibility, and does his job. https://t.co/UFM5lPyzU3",2020-04-08 20:50:01
2020-04-08 19:30:00,"JoeBiden","The primary is over, but we're just getting started. We're building a campaign to defeat Donald Trump and ensure that America finally lives up to our founding promises — but we can't do it without your help.

If you're with us, chip in today: https://t.co/bEBrI6DSqs",2020-04-08 19:30:01
2020-04-08 18:15:00,"JoeBiden","In the wake of COVID-19, working families across the country are facing a whole new set of challenges. This afternoon, I'll be hosting a town hall to listen to folks' concerns and discuss what we should be doing to deliver relief.

Tune in at 5:30 PM ET: https://t.co/xk0GcSpr50 https://t.co/Xzgoj0E4vB",2020-04-08 18:15:01
2020-04-08 16:14:53,"JoeBiden","Together we will defeat Donald Trump. But we will also address the climate crisis. We will make college affordable. And we will make health care available to all.  We will not just rebuild this nation – we’ll transform it. And I’m asking you to join me. https://t.co/vJXlroCdDd",2020-04-08 16:14:54
2020-04-08 16:14:52,"JoeBiden","And to Bernie’s supporters: I know that I need to earn your votes. And I know that might take time. But I want you to know that I see you, I hear you, and I understand the urgency of this moment. I hope you'll join us. You're more than welcome: You're needed.",2020-04-08 16:14:53
2020-04-08 16:14:51,"JoeBiden","We know how hard this is. You have put the interest of the nation – and the need to defeat Donald Trump – above all else. And for that we’re grateful. But we want you to know: we’ll be reaching out. You’ll be heard by me. As you say: Not me, Us.",2020-04-08 16:14:52
2020-04-30 04:23:59,"realDonaldTrump","I must admit that Lyin’ Brian Williams is, while dumber than hell, quite a bit smarter than Fake News @CNN “anchorman” Don Lemon, the “dumbest man on television”. Then you have Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough, another of the low I.Q. individuals!",2020-04-30 04:24:00
2020-04-30 04:09:52,"realDonaldTrump","Lyin’ Brian Williams of MSDNC, a Concast Scam Company, wouldn’t know the truth if it was nailed to his wooden forehead. Remember when he lied about his bravery in a helicopter? Totally made up story. He’s a true dummy who was thrown off Network News like a dog. Stay tuned!",2020-04-30 04:09:53
2020-04-30 04:01:08,"realDonaldTrump","Just told that Fake News @CNN is falsely reporting that I was recently shouting at my campaign manager over made up nonsense. Actually, he is doing a great job, I never shouted at him (been with me for years, including the 2016 win), &amp; have no intention to do so. Just FAKE NEWS!",2020-04-30 04:01:09
2020-04-30 03:52:46,"realDonaldTrump",".@CNN doesn’t want to speak about their persecution of General Michael Flynn &amp; why they got the story so wrong. They, along with others, should pay a big price for what they have purposely done to this man &amp; his family. They won’t even cover the big breaking news about this scam!",2020-04-30 03:52:47
2020-04-30 03:11:27,"realDonaldTrump","https://t.co/xCzgk5yoUK",2020-04-30 03:11:28
2020-04-30 00:52:36,"realDonaldTrump","Happy Birthday to three time Olympian and five term Congressman, @JimRyun!",2020-04-30 00:52:37
2020-04-30 00:36:26,"realDonaldTrump","https://t.co/FH26OaIh2b",2020-04-30 00:36:27
2020-04-30 00:34:07,"realDonaldTrump","https://t.co/efAolmZvuW",2020-04-30 00:34:08
2020-04-29 14:55:22,"realDonaldTrump","No, I think Amash would make a wonderful candidate, especially since he is way behind in his district and has no chance of maintaining his Congressional seat. He almost always votes for the Do Nothing Dems anyway. I like him even more than Jill Stein! https://t.co/V8kutnfvIj",2020-04-29 14:55:23
2020-04-29 14:42:56,"realDonaldTrump","THANK YOU @MarkLevinShow! 
https://t.co/GJSNM0LUQH",2020-04-29 14:42:57
2020-04-29 13:09:39,"realDonaldTrump","At least they admit it. The Failing @nytimes &amp; @washingtonpost never correct their Fake Reporting! https://t.co/3aUKA4826K",2020-04-29 13:09:40
2020-04-29 04:23:38,"realDonaldTrump","The only reason the U.S. has reported one million cases of CoronaVirus is that our Testing is sooo much better than any other country in the World. Other countries are way behind us in Testing, and therefore show far fewer cases!",2020-04-29 04:23:39
2020-04-29 02:39:07,"realDonaldTrump","THANK YOU MICHAEL! @bittyandbeaus https://t.co/KVXVcdO79E",2020-04-29 02:39:08
2020-04-28 20:24:20,"realDonaldTrump","https://t.co/shcVSYZmuY https://t.co/ispKWWF96K",2020-04-28 20:24:21
2020-04-28 20:14:31,"realDonaldTrump","https://t.co/9YNWvhqCk7",2020-04-28 20:14:32
2020-04-28 14:43:53,"realDonaldTrump","Thank you @BlueAngels and @AFThunderbirds! #AmericaStrong https://t.co/oZyFJBT90h https://t.co/bq0VOKYsmd",2020-04-28 14:43:54
2020-04-28 13:57:14,"realDonaldTrump","But I love Diamond &amp; Silk, and so do millions of people! https://t.co/RBX9bmFIwH",2020-04-28 13:57:15
2020-04-28 13:42:38,"realDonaldTrump","Texas to open businesses in phases beginning Friday. Great job being done by @GregAbbott_TX",2020-04-28 13:42:39
2020-04-28 13:38:54,"realDonaldTrump","Many States moving to SAFELY &amp; QUICKLY reopen!",2020-04-28 13:38:55
2020-04-28 12:06:03,"realDonaldTrump","We are doing far more, and better, Testing than any other country in the world, and yet the media does nothing but complain. No matter how good a job is done, the same as with the Ventilators, they will never say we are doing a great job, they will only viciously gripe!",2020-04-28 12:06:04
2020-04-28 02:54:29,"realDonaldTrump","Because Shifty is a crooked politician! https://t.co/bYkaJmy4Yj",2020-04-28 02:54:30
2020-04-27 22:59:34,"realDonaldTrump","https://t.co/12Lv2yr07h",2020-04-27 22:59:35
2020-04-27 20:58:59,"realDonaldTrump","I will be having a White House Press Conference today at 5:30 P.M. Thank you!",2020-04-27 20:59:00
2020-04-27 14:41:11,"realDonaldTrump","Why should the people and taxpayers of America be bailing out poorly run states (like Illinois, as example) and cities, in all cases Democrat run and managed, when most of the other states are not looking for bailout help? I am open to discussing anything, but just asking?",2020-04-27 14:41:12
2020-04-27 13:48:07,"realDonaldTrump","FAKE NEWS, THE ENEMY OF THE PEOPLE!",2020-04-27 13:48:08
2020-04-27 13:41:01,"realDonaldTrump","There has never been, in the history of our Country, a more vicious or hostile Lamestream Media than there is right now, even in the midst of a National Emergency, the Invisible Enemy!",2020-04-27 13:41:02
2020-04-27 12:20:41,"realDonaldTrump","Blame the Democrats for any “lateness” in your Enhanced Unemployment Insurance. I wanted the money to be paid directly, they insisted it be paid by states for distribution. I told them this would happen, especially with many states which have old computers.",2020-04-27 12:20:42
2020-04-27 01:42:10,"realDonaldTrump","So true! https://t.co/fyJgDBuKzM",2020-04-27 01:42:11
2020-04-27 01:06:17,"realDonaldTrump","American citizens! We were long ahead of Dems, who were all against the BAN. https://t.co/SQOLi46tEf",2020-04-27 01:06:18
2020-04-27 00:59:33,"realDonaldTrump","Great! https://t.co/YxWd5QJpga",2020-04-27 00:59:34
2020-04-27 00:22:26,"realDonaldTrump","They are one of the worst in the “news” business. Total slime balls! https://t.co/puXf1ldMTS",2020-04-27 00:22:27
2020-04-27 00:19:55,"realDonaldTrump","They asked me to be at West Point on June 13th., &amp; I will be there! https://t.co/NFHItMBbKy",2020-04-27 00:19:56
2020-04-27 00:14:39,"realDonaldTrump","Laura, just another Fake News Report! https://t.co/Kya7NViNRB",2020-04-27 00:14:40
2020-04-26 22:54:17,"realDonaldTrump","Does anybody get the meaning of what a so-called Noble (not Nobel) Prize is, especially as it pertains to Reporters and Journalists? Noble is defined as, “having or showing fine personal qualities or high moral principles and ideals.” Does sarcasm ever work?",2020-04-26 22:54:18
2020-04-26 21:53:32,"realDonaldTrump","Reports that H.H.S. Secretary @AlexAzar is going to be “fired” by me are Fake News. The Lamestream Media knows this, but they are desperate to create the perception of chaos &amp; havoc in the minds of the public. They never even called to ask. Alex is doing an excellent job!",2020-04-26 21:53:33
2020-04-26 21:21:03,"realDonaldTrump","....fraud @donnabrazile (and others who are even worse). Chris Wallace is nastier to Republicans than even Deface the Nation or Sleepy Eyes. The people who are watching @FoxNews, in record numbers (thank you President Trump), are angry. They want an alternative now. So do I!",2020-04-26 21:21:04
2020-04-26 21:21:02,"realDonaldTrump","....Even the Radical Left Do Nothing Democrats laughed at the Fox suggestion. No respect for the people running @FoxNews. But Fox keeps on plugging to try and become politically correct. They put RINO Paul Ryan on their Board. They hire “debate questions to Crooked Hillary”....",2020-04-26 21:21:03
2020-04-26 21:21:02,"realDonaldTrump",".@FoxNews just doesn’t get what’s happening! They are being fed Democrat talking points, and they play them without hesitation or research. They forgot that Fake News @CNN &amp; MSDNC wouldn’t let @FoxNews participate, even a little bit, in the poor ratings Democrat Debates.....",2020-04-26 21:21:03
2020-04-26 18:28:35,"realDonaldTrump","....schedule and eating habits, written by a third rate reporter who knows nothing about me. I will often be in the Oval Office late into the night &amp; read &amp; see that I am angrily eating a hamburger &amp; Diet Coke in my bedroom. People with me are always stunned. Anything to demean!",2020-04-26 18:28:36
2020-04-26 18:28:35,"realDonaldTrump","I work from early in the morning until late at night, haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals, Military Rebuilding etc., and then I read a phony story in the failing @nytimes about my work....",2020-04-26 18:28:36
2020-04-26 18:21:24,"realDonaldTrump","The people that know me and know the history of our Country say that I am  the hardest working President in history. I don’t know about that, but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history. The Fake News hates it!",2020-04-26 18:21:25
2020-04-26 17:42:04,"realDonaldTrump",".@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders, and a great Service today from @StPatsNYC!",2020-04-26 17:42:05
2020-04-26 16:06:42,"realDonaldTrump","Happy Birthday to Melania, our great First Lady!",2020-04-26 16:06:43
2020-04-26 01:06:20,"realDonaldTrump","Had a great call with Catholic Leaders and Educators earlier today. I will be online tomorrow at 10:15 A.M. (Eastern) for Sunday Mass celebrated by @CardinalDolan at St. Patrick’s Cathedral (@StPatsNYC) in New York City. Join me: https://t.co/pTZMmBF9hb https://t.co/iQy5iH5Lk6",2020-04-26 01:06:21
2020-04-25 22:23:30,"realDonaldTrump","I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats, together with their Mainstream Media partners, are the Hoax. They have been called out &amp; embarrassed on this, even admitting they were wrong, but continue to spread the lie!",2020-04-25 22:23:31
2020-04-25 22:17:13,"realDonaldTrump","Remember, the Cure can’t be worse than the problem itself. Be careful, be safe, use common sense!",2020-04-25 22:17:14
2020-04-25 22:01:41,"realDonaldTrump","What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile questions, &amp; then refuses to report the truth or facts accurately. They get record ratings, &amp; the American people get nothing but Fake News. Not worth the time &amp; effort!",2020-04-25 22:01:42
2020-04-25 20:30:42,"realDonaldTrump","Was just informed that the Fake News from the Thursday White House Press Conference had me speaking &amp; asking questions of Dr. Deborah Birx. Wrong, I was speaking to our Laboratory expert, not Deborah, about sunlight etc. &amp; the CoronaVirus. The Lamestream Media is corrupt &amp; sick!",2020-04-25 20:30:43
2020-04-25 15:59:22,"realDonaldTrump","If the Wall Street Journal “Editorial” writers had called, as they should have, they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite, and got it wrong as you often do!",2020-04-25 15:59:23
2020-04-25 15:06:08,"realDonaldTrump","The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax”, I said that the Democrats, and the way they lied about it, are a Hoax. Also, it did start with “one person from China”, and then grew, &amp; will be a “Miracle” end!",2020-04-25 15:06:09
2020-04-25 14:57:29,"realDonaldTrump","We have now Tested more than 5 Million People. That is more than any other country in the World, and even more than  all major countries combined!",2020-04-25 14:57:30
2020-04-25 14:51:54,"realDonaldTrump","It is a wonderful feeling to know that our States are loaded up with Ventilators, many brand new and high quality just off of our production lines, and that we are now in a position to help other countries that so desperately need them. Every person needing a Ventilator got one!",2020-04-25 14:51:55
2020-04-25 14:10:21,"realDonaldTrump","Just spoke to Prime Minister Abiy Ahmed Ali of Ethiopia. His Country needs Ventilators, and the U.S. is in good position to help him. We will!",2020-04-25 14:10:22
2020-04-25 12:59:20,"realDonaldTrump","Many testing sites are, and have been, open &amp; available. Just passed 5 Million Tests, far more than any other country in the world. In fact, more than all other major countries combined! Don’t believe the Fake News! https://t.co/uTSMAvj7R3",2020-04-25 12:59:21
2020-04-25 12:45:55,"realDonaldTrump","Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilators we got for you. It was my great honor! @SenCoryGardner",2020-04-25 12:45:56
2020-04-25 12:20:16,"realDonaldTrump",".@TripleH is a total winner! https://t.co/KsTHMEKeqx",2020-04-25 12:20:17
2020-04-25 12:14:56,"realDonaldTrump","Thank you to William Perry Pendley of the Bureau of Land Management. Great job on @TuckerCarlson describing some of the most beautiful land in the world! @FoxNews",2020-04-25 12:14:57
2020-04-24 20:51:16,"realDonaldTrump","I will be having a White House Press Conference today at 5:30 P.M. Thank you!",2020-04-24 20:51:17
2020-04-24 20:13:18,"realDonaldTrump","https://t.co/x8Yguxf4Ks",2020-04-24 20:13:19
2020-04-24 19:08:09,"realDonaldTrump","I will never let our Post Office fail. It has been mismanaged for years, especially since the advent of the internet and modern-day technology. The people that work there are great, and we’re going to keep them happy, healthy, and well!",2020-04-24 19:08:10
2020-04-24 14:59:34,"realDonaldTrump","Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed Ventilators, of which we have recently manufactured many, and helping them in other ways. They are fighting hard against CoronaVirus!",2020-04-24 14:59:35
2020-04-24 14:59:05,"realDonaldTrump","Just spoke to President Juan Orlando Hernandez of the Republic of Honduras. We work closely together on the Southern Border. Will be helping him with his request for Ventilators and Testing.",2020-04-24 14:59:06
2020-04-24 14:49:41,"realDonaldTrump","Great News! Randall Stephenson, the CEO of heavily indebted AT&amp;T, which owns and presides over Fake News @CNN, is leaving, or was forced out. Anyone who lets a garbage “network” do and say the things that CNN does, should leave ASAP. Hopefully replacement will be much better!",2020-04-24 14:49:42
2020-04-24 14:40:20,"realDonaldTrump","I (or @VP) never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines. FAKE NEWS! Spas, beauty salons, tattoo parlors, &amp; barber shops should take a little slower path, but I told the Governor to do what is right for the great people of Georgia (&amp; USA)!",2020-04-24 14:40:21
2020-04-24 14:20:08,"realDonaldTrump","Just spoke to President Nayib Bukele of El Salvador. Will be helping them with Ventilators, which are desperately needed. They have worked well with us on immigration at the Southern Border!",2020-04-24 14:20:09
2020-04-24 14:12:23,"realDonaldTrump","Just spoke to my friend, President Joko Widodo of the Republic of Indonesia. Asking for Ventilators, which we will provide. Great cooperation between us!",2020-04-24 14:12:24
2020-04-24 13:53:25,"realDonaldTrump","Our Country wants to move safely forward. There is a tremendous pent up demand. We will open big!",2020-04-24 13:53:26
2020-04-24 13:46:48,"realDonaldTrump","The Fake and totally corrupt News is after her as a means of getting to me. She’s smart and strong, knows the truth. Already a heroine to many! https://t.co/HMpXOEdgSA",2020-04-24 13:46:49
2020-04-24 13:38:16,"realDonaldTrump","Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators, building hospitals, beds and yes, Testing, have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!",2020-04-24 13:38:17
2020-04-24 04:29:53,"realDonaldTrump","Important news! https://t.co/4dmVvJ4IM6",2020-04-24 04:29:54
2020-04-24 04:17:52,"realDonaldTrump","Disgraceful. Should join the Republican Party! https://t.co/HMpXOEdgSA",2020-04-24 04:17:53
2020-04-23 23:54:54,"realDonaldTrump","Governor @JimJusticeWV is a tremendous fighter for the incredible people of West Virginia. Big Jim is strong on Life, the Second Amendment, and Building the Wall! With Governors like Jim, America will recover and get back to business. Jim has my Complete and Total Endorsement!",2020-04-23 23:54:55
2020-04-23 23:35:48,"realDonaldTrump","Congressman @SteveStivers is doing a terrific job for the People of Ohio! He defends our Borders, Supports our Veterans, Strong on Crime, and the Second Amendment. Steve has my Complete and Total Endorsement!
https://t.co/iX0VBJ44sT",2020-04-23 23:35:49
2020-04-23 23:34:55,"realDonaldTrump","Congressman Bill Posey is a tremendous fighter for the Great State of Florida. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Veterans and Law Enforcement. Bill has my Complete and Total Endorsement!",2020-04-23 23:34:56
2020-04-23 23:32:25,"realDonaldTrump","Congressman @MikeTurnerOH is a strong supporter and fighter for the People of Ohio! He will help us #MAGA! He’s Strong on the Border, Tough on Crime, will Protect our Vets, and our GREAT Second Amendment. Mike has my Complete and Total Endorsement! https://t.co/tIKPOJmZR7",2020-04-23 23:32:26
2020-04-23 23:28:40,"realDonaldTrump","Congressman @Troy_Balderson is doing a GREAT job for the People of Ohio! He will always Protect your #2A, Defend our Borders, and Support Small Business – a great supporter of the #MAGA Agenda. Troy has my Complete and Total Endorsement! https://t.co/ybcfR5rOOd",2020-04-23 23:28:41
2020-04-23 23:27:37,"realDonaldTrump","Congressman @DaveJoyceOH14 is a tremendous fighter for the Great State of Ohio! He is Tough on Crime, our Border, Second Amendment, and helps us Combat Illegal Drugs! David has my Complete and Total Endorsement! https://t.co/ODAEpPur3W",2020-04-23 23:27:38
2020-04-23 23:26:58,"realDonaldTrump","Congressman @BradWenstrup is doing a tremendous job for the People of Ohio! He’s a proud Veteran and is Strong on the Border, Tough on Crime, the Second Amendment, and Supports Small Business. Brad has my Complete and Total Endorsement!
https://t.co/ZyXELSEZeA",2020-04-23 23:26:59
2020-04-23 23:21:57,"realDonaldTrump","....My co-chair in Utah and a really great guy. Sean has my Complete and Total Endorsement!",2020-04-23 23:21:58
2020-04-23 23:21:56,"realDonaldTrump","Utah Attorney General Sean Reyes (@SeanReyesUT) is a fighter and hard worker for the Great State of Utah. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Law Enforcement....",2020-04-23 23:21:57
2020-04-23 23:20:45,"realDonaldTrump","Congressman John Curtis (@CurtisUT) gets things done for Utah! John fights for Small Businesses, will Lower your Taxes, and will protect your Second Amendment. He has my Complete and Total Endorsement!",2020-04-23 23:20:46
2020-04-23 23:19:26,"realDonaldTrump","....He’s 100% pro-life, strong on #2A and Loves our Military and Vets. Chris has my Complete and Total Endorsement! https://t.co/7w8Ayt5Bsq",2020-04-23 23:19:27
2020-04-23 23:19:26,"realDonaldTrump","Congressman Chris Stewart (@StewartforUtah) is a tremendous fighter for Utah. He served our Country in the U.S. Air Force, and has been a strong supporter of our #MAGA Agenda....",2020-04-23 23:19:27
2020-04-23 23:17:45,"realDonaldTrump","Congressman Warren Davidson (@Vote_Davidson) is working very hard for the people of Ohio! He’s a strong supporter of our Military, Vets, Second Amendment, and #MAGA Agenda. Warren has my Complete and Total Endorsement! https://t.co/HxdSylWL2c",2020-04-23 23:17:46
2020-04-23 23:15:36,"realDonaldTrump","....Bill has my Complete and Total Endorsement! https://t.co/Dmso0XmeYl",2020-04-23 23:15:37
2020-04-23 23:15:35,"realDonaldTrump","Congressman Bill Johnson (@JohnsonLeads) is an incredible fighter for the Great State of Ohio! He’s a proud Veteran and a hard worker who Cares for our Veterans, Supports Small Business, and is Strong on the Border and Second Amendment....",2020-04-23 23:15:36
2020-04-23 20:53:22,"realDonaldTrump","I will be having a White House Press Conference today at 5:45 P.M. Thank you!",2020-04-23 20:53:23
2020-04-23 15:14:52,"realDonaldTrump","https://t.co/iPon70Z1yW",2020-04-23 15:14:53
2020-04-23 15:14:25,"realDonaldTrump","https://t.co/cT7EDnDUYo",2020-04-23 15:14:26
2020-04-23 15:13:50,"realDonaldTrump","https://t.co/R3mSfNIeC6",2020-04-23 15:13:51
2020-04-23 12:19:16,"realDonaldTrump","Fully signed and ready to go! https://t.co/MdpgII3kuq",2020-04-23 12:19:17
2020-04-23 12:16:41,"realDonaldTrump","Please study this closely. We saved many lives with our fast action on CoronaVirus! https://t.co/IKtkciXEEO",2020-04-23 12:16:42
2020-04-23 12:14:09,"realDonaldTrump","We did it once, we will quickly do it a second time! https://t.co/iSHk0JIMSV",2020-04-23 12:14:10
2020-04-23 12:12:30,"realDonaldTrump","Thank you to Harvard and all others! https://t.co/UH15FJ5SqV",2020-04-23 12:12:31
2020-04-23 12:09:54,"realDonaldTrump",".@foxandfriends  We now have many Ventilators to spare. Thank you to all! https://t.co/brNmQKZ1FL",2020-04-23 12:09:55
2020-04-22 20:53:43,"realDonaldTrump","I will be having a White House Press Conference today at 5:45 P.M. Thank you!",2020-04-22 20:53:44
2020-04-22 14:17:08,"realDonaldTrump","CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.",2020-04-22 14:17:09
2020-04-22 14:14:38,"realDonaldTrump","Another FALSE ad by the Do Nothing Democrats. Almost all of their ads are False or Misleading, and the Fake News loves it! https://t.co/6osAQzyIEF",2020-04-22 14:14:39
2020-04-22 14:01:55,"realDonaldTrump","Sleepy Joe thought this was OK. Not me! https://t.co/VgIlA4fJKF",2020-04-22 14:01:56
2020-04-22 12:08:05,"realDonaldTrump","I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.",2020-04-22 12:08:06
2020-04-22 11:53:54,"realDonaldTrump","States are safely coming back. Our Country is starting to OPEN FOR BUSINESS again. Special care is, and always will be, given to our beloved seniors (except me!). Their lives will be better than ever...WE LOVE YOU ALL!",2020-04-22 11:53:55
2020-04-22 11:03:26,"realDonaldTrump","Happy Birthday to the great Cindy Adams of the New York Post. Cindy is 90, but looks 39 to me. She is going strong!",2020-04-22 11:03:27
2020-04-22 11:00:16,"realDonaldTrump","I will be signing my Executive Order prohibiting immigration into our Country today. In the meantime, even without this order, our Southern Border, aided substantially by the 170 miles of new Border Wall &amp; 27,000 Mexican soldiers, is very tight - including for human trafficking!",2020-04-22 11:00:17
2020-04-22 10:50:19,"realDonaldTrump","“Economic impact of Covid-19.” @foxandfriends Very interesting analysis. Light at the end of the tunnel. Thank you!",2020-04-22 10:50:20
2020-04-22 03:36:31,"realDonaldTrump","Harvard should give back the money now. Their whole “endowment” system should be looked at! https://t.co/LcjOcsnCWT",2020-04-22 03:36:32
2020-04-21 20:33:35,"realDonaldTrump","Great new book just out by the Former Director of Ice, Tom Homan: “Defend the Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis.” Great guy, get your copy today! https://t.co/zgaQBHoSp9",2020-04-21 20:33:36
2020-04-21 19:59:55,"realDonaldTrump","I will be having a White House Press Conference today at 5:30 P.M. Thank you!",2020-04-21 19:59:56
2020-04-21 16:49:12,"realDonaldTrump","....to State/Local Governments for lost revenues from COVID 19, much needed Infrastructure Investments for Bridges, Tunnels, Broadband, Tax Incentives for Restaurants, Entertainment, Sports, and Payroll Tax Cuts to increase Economic Growth.",2020-04-21 16:49:13
2020-04-21 16:49:12,"realDonaldTrump","I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP, Hospitals, and Testing. After I sign this Bill, we will begin discussions on the next Legislative Initiative with fiscal relief....",2020-04-21 16:49:13
2020-04-21 13:33:34,"realDonaldTrump","We will never let the great U.S. Oil &amp; Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!",2020-04-21 13:33:35
2020-04-21 11:15:57,"realDonaldTrump","96% Approval Rating in the Republican Party. Thank you! This must also mean that, most importantly, we are doing a good (great) job in the handling of the Pandemic.",2020-04-21 11:15:58
2020-04-21 10:57:36,"realDonaldTrump","I’ve had great “ratings” my whole life, there’s nothing unusual about that for me. The White House News Conference ratings are “through the roof”(Monday Night Football, Bachelor Finale , @nytimes) but I don’t care about that. I care about going around the Fake News to the PEOPLE!",2020-04-21 10:57:37
2020-04-21 10:40:33,"realDonaldTrump","It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day, and all night. Either I’m really good, far better than the Fake News wants to admit, or they don’t have nearly the power as once thought!",2020-04-21 10:40:34
2020-04-21 10:19:15,"realDonaldTrump","Watched the first 5 minutes of poorly rated Morning Psycho on MSDNC just to see if he is as “nuts” as people are saying. He’s worse. Such hatred and contempt! I used to do his show all the time before the 2016 election, then cut him off. Wasn’t worth the effort, his mind is shot!",2020-04-21 10:19:16
2020-04-21 03:18:19,"realDonaldTrump","Great Alan. They are Fake News! https://t.co/n7zUY7mzIQ",2020-04-21 03:18:20
2020-04-21 03:14:23,"realDonaldTrump","7 Devastating Revelations About Crossfire Hurricane In New Releases https://t.co/TMxeVDJbIU   The greatest political scam in American history!",2020-04-21 03:14:24
2020-04-21 02:06:22,"realDonaldTrump","In light of the attack from the Invisible Enemy, as well as the need to protect the jobs of our GREAT American Citizens, I will be signing an Executive Order to temporarily suspend immigration into the United States!",2020-04-21 02:06:23
2020-04-21 02:02:12,"realDonaldTrump","...He is Strong on Crime, the Border, and Second Amendment. Mike has my Complete and Total Endorsement! Turn your Ballots in now and track them, watching for dishonesty. Report to Law Enforcement. https://t.co/MEnGMv3wTT",2020-04-21 02:02:13
2020-04-21 02:02:12,"realDonaldTrump",".@MikeGarcia2020 will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate, he served our Country as a highly decorated Navy Fighter Pilot and will be a great Congressman (#CA25). Loves our Military, and Vets...",2020-04-21 02:02:13
2020-04-21 01:57:10,"realDonaldTrump","....He is Strong on Crime, the Border, and Second Amendment. Tom has deep roots in Wisconsin, is a big Tax Cutter, and will help me DRAIN THE SWAMP! Tom has my Complete and Total Endorsement. Vote for Tom Tiffany! https://t.co/5OqIca08Rr",2020-04-21 01:57:11
